Day,Hours,Minutes,Voltage (V),Current (A),Power (W),Power Factor,Frequency (Hz),Energy (kWh),Inside Temperature (°C),Outside Temperature (°C),Inside Humidity (%),Outside Humidity (%),Temperature Difference,Humidity Difference,Power Factor * Current,Current Squared,Anomaly,Reconstruction_error,Anomaly_Autoencoder
2023-06-01,19,52,0.9257451727701868,-1.2388071952729336,-1.4324034641885441,-1.5024228280334908,-0.33127324288397814,-14.929030523076028,2.1174062863871654,-0.22282321724293427,1.036933444485174,1.3172453738242873,-1.2855925875832763,0.6322604514841477,-1.4782853792351849,-1.1418588953927162,False,0.05118514462506302,False
2023-06-01,19,52,0.9257451727701868,-1.2388071952729336,-1.4324034641885441,-1.5024228280334908,-0.33127324288397814,-14.929030523076028,2.1174062863871654,-0.22282321724293427,1.036933444485174,1.3172453738242873,-1.2855925875832763,0.6322604514841477,-1.4782853792351849,-1.1418588953927162,False,0.05118514462506302,False
2023-06-02,14,4,0.8578855738259735,-1.0747389216050323,-1.2014992055048177,-1.049731298384769,-0.15625568007545299,-14.58331962204153,2.2155211141463025,-0.22282321724293427,1.139178075462408,1.351277621544894,-1.3366401724810801,0.5299638126526538,-1.2473809066500123,-1.0300407645350174,False,0.038782072161361696,False
2023-06-02,14,4,0.8578855738259735,-1.0747389216050323,-1.2014992055048177,-1.049731298384769,-0.15625568007545299,-14.58331962204153,2.2155211141463025,-0.22282321724293427,1.139178075462408,1.351277621544894,-1.3366401724810801,0.5299638126526538,-1.2473809066500123,-1.0300407645350174,False,0.038782072161361696,False
2023-06-03,15,40,0.7900259748817667,-1.0486371507942296,-1.180347670358217,-1.049731298384769,-0.15625568007545299,-14.366605325870653,2.313635941905441,-0.2846618699343377,1.1298831090099326,1.2661970022433755,-1.4387353422766886,0.39843956272644715,-1.223984412305404,-1.0116179608206672,False,0.04969416688605305,False
2023-06-03,15,40,0.7900259748817667,-1.0486371507942296,-1.180347670358217,-1.049731298384769,-0.15625568007545299,-14.366605325870653,2.313635941905441,-0.2846618699343377,1.1298831090099326,1.2661970022433755,-1.4387353422766886,0.39843956272644715,-1.223984412305404,-1.0116179608206672,False,0.04969416688605305,False
2023-06-04,18,42,0.8126458411965023,-1.1977901268559583,-1.1997365775759343,-0.4461425921864712,0.018761882733072187,-13.979615511279798,2.2645785280258717,-0.2846618699343377,0.9811636457703194,1.1981325068021609,-1.4132115498277864,0.5153500071052964,-1.2441190890219345,-1.114548566295314,False,0.038827260163798706,False
2023-06-04,18,42,0.8126458411965023,-1.1977901268559583,-1.1997365775759343,-0.4461425921864712,0.018761882733072187,-13.979615511279798,2.2645785280258717,-0.2846618699343377,0.9811636457703194,1.1981325068021609,-1.4132115498277864,0.5153500071052964,-1.2441190890219345,-1.114548566295314,False,0.038827260163798706,False
2023-06-05,6,15,0.8805054401407155,-1.294739561296082,-1.2332265082247191,-0.14434823908732225,-0.15625568007545299,-13.974455647085254,2.166463700266735,-0.4083391753171445,0.9625737128653674,1.223656692592616,-1.4642591347255902,0.5884190348420774,-1.2805225845254218,-1.178408133664274,False,0.03827477821561401,False
2023-06-05,6,15,0.8805054401407155,-1.294739561296082,-1.2332265082247191,-0.14434823908732225,-0.15625568007545299,-13.974455647085254,2.166463700266735,-0.4083391753171445,0.9625737128653674,1.223656692592616,-1.4642591347255902,0.5884190348420774,-1.2805225845254218,-1.178408133664274,False,0.03827477821561401,False
2023-06-06,13,40,0.8126458411965023,-1.4215195909485512,-1.3072568812378222,0.15744611401182668,-0.15625568007545299,-13.768061079303465,2.2155211141463025,-0.2846618699343377,0.9811636457703194,1.0790196397800356,-1.387687757378884,0.31075672944231075,-1.3504301820852158,-1.258296480837493,False,0.04759039410223758,False
2023-06-06,13,40,0.8126458411965023,-1.4215195909485512,-1.3072568812378222,0.15744611401182668,-0.15625568007545299,-13.768061079303465,2.2155211141463025,-0.2846618699343377,0.9811636457703194,1.0790196397800356,-1.387687757378884,0.31075672944231075,-1.3504301820852158,-1.258296480837493,False,0.04759039410223758,False
